Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,WMA
2016-05-09,10.625,10.770833,10.520833,10.755208,10.755208,534720.0,,,
2016-05-10,10.554166,10.59375,10.516666,10.59375,10.59375,341760.0,,,
2016-05-11,10.572916,10.572916,10.505208,10.505208,10.505208,76800.0,,,
2016-05-12,10.558333,10.558333,10.522916,10.522916,10.522916,80640.0,,,
2016-05-13,10.596875,10.596875,10.588541,10.588541,10.588541,81600.0,,,
2016-05-16,10.713541,10.713541,10.713541,10.713541,10.713541,285120.0,,,
2016-05-17,10.526041,10.526041,10.41875,10.41875,10.41875,20160.0,,,
2016-05-18,10.41875,10.625,10.41875,10.577083,10.577083,62400.0,,,
2016-05-19,10.626041,10.626041,10.609375,10.609375,10.609375,64320.0,,,
2016-05-20,10.614583,10.614583,10.609375,10.609375,10.609375,42240.0,,,
2016-05-23,10.68125,10.805208,10.68125,10.696875,10.696875,45120.0,,,
2016-05-24,10.833333,10.833333,10.833333,10.833333,10.833333,49920.0,,,
2016-05-25,11.033333,11.033333,11.033333,11.033333,11.033333,36480.0,,,
2016-05-27,11.161458,11.197916,11.161458,11.197916,11.197916,48960.0,,,10.689657428571428
2016-05-30,11.197916,11.197916,11.197916,11.197916,11.197916,0.0,,,10.721279428571426
2016-05-31,11.1625,11.2625,11.1625,11.2625,11.2625,99840.0,,,10.769047285714285
2016-06-01,11.291666,11.291666,11.177083,11.177083,11.177083,137280.0,,,10.817038357142858
2016-06-02,11.177083,11.177083,11.177083,11.177083,11.177083,0.0,,,10.863764571428572
2016-06-03,10.858333,10.858333,10.858333,10.858333,10.858333,4800.0,,,10.883035428571429
2016-06-06,10.630208,10.653125,10.576041,10.576041,10.576041,72000.0,,,10.873214
2016-06-07,10.576041,10.576041,10.576041,10.576041,10.576041,0.0,,,10.884449071428572
2016-06-08,10.576041,10.576041,10.576041,10.576041,10.576041,0.0,,,10.884374642857143
2016-06-09,10.54375,10.54375,10.54375,10.54375,10.54375,10560.0,,,10.879687142857142
2016-06-10,10.520833,10.520833,10.340625,10.340625,10.340625,54720.0,,,10.860490714285715
2016-06-13,10.604166,10.604166,10.604166,10.604166,10.604166,24000.0,,,10.853868642857142
2016-06-14,10.572916,10.572916,10.572916,10.572916,10.572916,42240.0,,,10.835267428571427
2016-06-15,10.598958,10.598958,10.598958,10.598958,10.598958,6720.0,,,10.804240642857142
2016-06-16,10.451041,10.479166,10.451041,10.479166,10.479166,46080.0,,,10.752901357142857
2016-06-17,10.114583,10.114583,10.083333,10.083333,10.083333,61440.0,,,10.673288285714287
2016-06-20,10.083333,10.083333,10.083333,10.083333,10.083333,0.0,,,10.58906207142857
2016-06-21,9.90625,9.990625,9.90625,9.990625,9.990625,88320.0,,,10.50431507142857
2016-06-22,9.989583,9.989583,9.989583,9.989583,9.989583,39360.0,,,10.419493642857143
2016-06-23,9.989583,9.989583,9.989583,9.989583,9.989583,0.0,,,10.357440071428572
2016-06-24,9.78125,9.78125,9.779166,9.779166,9.779166,17280.0,,,10.30052042857143
2016-06-27,9.779166,9.779166,9.779166,9.779166,9.779166,0.0,,,10.243600785714287
2016-06-28,9.377083,9.510416,9.377083,9.505208,9.505208,58560.0,,,10.167112714285713
2016-06-29,9.458333,9.458333,9.372916,9.411458,9.411458,77760.0,,,10.086234714285714
2016-06-30,9.375,9.375,9.360416,9.360416,9.360416,39360.0,,,10.016219785714284
2016-07-01,9.677083,9.677083,9.44375,9.476041,9.476041,155520.0,,,9.93563942857143
2016-07-04,9.476041,9.476041,9.476041,9.476041,9.476041,0.0,,,9.857291214285715
2016-07-05,9.6125,9.65,9.517708,9.604166,9.604166,19200.0,,,9.786234642857142
2016-07-06,9.805208,9.805208,9.805208,9.805208,9.805208,24000.0,,,9.738094785714285
2016-07-07,9.805208,9.828125,9.736458,9.822916,9.822916,39360.0,,,9.719493571428572
2016-07-08,9.822916,9.822916,9.794791,9.794791,9.794791,16320.0,,,9.69888342857143
2016-07-11,10.008333,10.008333,9.975,9.975,9.975,65280.0,,,9.697767357142856
2016-07-12,10.029166,10.072916,9.958333,10.072916,10.072916,31680.0,,,9.703719714285715
2016-07-13,9.942708,9.942708,9.942708,9.942708,9.942708,9600.0,,,9.7003715
2016-07-14,9.822916,9.905208,9.822916,9.905208,9.905208,4800.0,,,9.7093745
2016-07-15,9.967708,9.967708,9.952083,9.952083,9.952083,29760.0,,,9.721725714285714
2016-07-18,10.088541,10.178125,10.055208,10.147916,10.147916,86400.0,,,9.767633428571429
2016-07-19,10.239583,10.239583,10.1875,10.1875,10.1875,333120.0,,,9.823065
2016-07-20,10.244791,10.244791,10.2,10.2,10.2,35520.0,,,9.883035285714286
2016-07-21,10.277083,10.311458,10.182291,10.273958,10.273958,157440.0,,,9.940029357142858
2016-07-22,10.296875,10.296875,10.296875,10.296875,10.296875,10560.0,,,9.998660357142857
2016-07-25,10.388541,10.388541,10.305208,10.31875,10.31875,171840.0,,,10.049702071428571
